ORF	Start BP	End BP	Length
YGL032C	436838	436575	263
YGL031C	437939	437472	467
YGL030W	439096	439643	547
YGL029W	440068	440430	362
YGL028C	442914	441286	1628
YGL027C	446148	443647	2501
YGL026C	448540	446417	2123
YGL024W	449793	450128	335
YGL025C	449962	448769	1193
YGL023C	452109	450202	1907
YGL022W	452409	454565	2156
YGL021W	454790	457072	2282
YGL020C	457875	457168	707
YGL019W	458161	458997	836
YGL018C	459669	459115	554
YGL017W	459859	461370	1511
YGL016W	461671	464916	3245
YGL015C	465440	465048	392
YGL014W	466146	468812	2666
YGL014C-A	466403	466242	161
YGL013C	472303	469097	3206
YGL012W	472860	474281	1421
YGL011C	475252	474494	758
YGL010W	475550	476074	524
YGL009C	478657	476318	2339
YGL008C	482671	479915	2756
YGL007C-A	483032	482946	86
YGL007W	483265	483642	377
YGL006W-A	485428	485538	110
YGL006W	485925	489446	3521
YGL005C	490551	489712	839
YGL004C	491960	490707	1253
YGL003C	494178	492478	1700
YGL002W	494521	495171	650
YGL001C	496506	495457	1049
YGR001C	498038	497137	901
YGR002C	499910	498480	1430
YGR003W	500136	502370	2234
YGR004W	502942	504330	1388
YGR005C	505863	504661	1202
YGR006W	506074	506829	755
YGR007W	506973	507944	971
YGR008C	508368	508114	254
YGR009C	511006	509051	1955
YGR010W	511549	512736	1187
YGR011W	512501	512827	326
YGR012W	513163	514344	1181
YGR013W	514558	516420	1862
YGR014W	516947	520867	3920
YGR015C	522080	521094	986
YGR016W	522265	522837	572
YGR017W	523791	524684	893
YGR018C	524698	524369	329
YGR019W	525233	526648	1415
YGR020C	527333	526977	356
YGR021W	527636	528508	872
YGR023W	529268	530923	1655
YGR022C	529590	529261	329
YGR024C	532600	531887	713
YGR025W	532643	532945	302
YGR026W	532989	533825	836
YGR027C	534462	534136	326
YGR028W	542207	543295	1088
YGR029W	543557	544209	652
YGR030C	546161	545685	476
YGR031W	546445	547473	1028
YGR031C-A	547304	546813	491
YGR032W	548268	553955	5687
YGR033C	554971	554252	719
YGR034W	555933	556676	743
YGR035C	557426	557076	350
YGR035W-A	557569	557790	221
YGR036C	558872	558153	719
YGR037C	559998	559735	263
YGR038W	560686	561354	668
YGR039W	574892	575203	311
YGR040W	575402	576508	1106
YGR041W	577491	579134	1643
YGR042W	579480	580295	815
YGR043C	581440	580439	1001
YGR044C	583896	582994	902
YGR045C	584300	583938	362
YGR046W	584899	586056	1157
YGR047C	589473	586396	3077
YGR048W	589830	590915	1085
YGR049W	591318	591881	563
YGR050C	592446	592090	356
YGR051C	593233	592910	323
YGR052W	593600	594709	1109
YGR053C	595841	594990	851
YGR054W	596697	598625	1928
YGR055W	599421	601145	1724
YGR056W	601665	604451	2786
YGR057C	605505	604777	728
YGR058W	606140	607147	1007
YGR059W	607567	609105	1538
YGR060W	610568	611497	929
YGR061C	615969	611893	4076
YGR062C	617282	616332	950
YGR064W	617625	617993	368
YGR063C	617828	617520	308
YGR065C	619862	618081	1781
YGR066C	621803	620925	878
YGR067C	624790	622406	2384
YGR068W-A	626298	626393	95
YGR069W	627087	627422	335
YGR068C	627088	625328	1760
YGR070W	627810	631277	3467
YGR071C	634067	631485	2582
YGR072W	634308	635471	1163
YGR074W	635716	636156	440
YGR073C	635990	635619	371
YGR075C	636879	636151	728
YGR076C	637581	637108	473
YGR077C	639517	637748	1769
YGR078C	640375	639776	599
YGR079W	640724	641836	1112
YGR080W	642014	643012	998
YGR081C	643784	643152	632
YGR082W	644048	644599	551
YGR083C	646819	644864	1955
YGR084C	648146	647127	1019
YGR085C	648911	648387	524
YGR086C	650621	649602	1019
YGR087C	652985	651294	1691
YGR088W	654605	656326	1721
YGR089W	656964	659774	2810
YGR090W	662362	666075	3713
YGR091W	666345	667829	1484
YGR092W	668193	669911	1718
YGR093W	670392	671915	1523
YGR094W	672190	675504	3314
YGR095C	676346	675675	671
YGR096W	676625	677569	944
YGR097W	678699	682139	3440
YGR098C	687462	682570	4892
YGR099W	687903	689969	2066
YGR100W	690249	693101	2852
YGR101W	693367	694407	1040
YGR102C	695139	694588	551
YGR103W	695421	697238	1817
YGR104C	698372	697449	923
YGR105W	698603	698836	233
YGR106C	699790	698993	797
YGR107W	702671	703120	449
YGR108W	703640	705055	1415
YGR109C	706505	705363	1142
YGR110W	713713	715050	1337
YGR111W	715832	717034	1202
YGR112W	717362	718531	1169
YGR113W	718897	719928	1031
YGR116W	720413	724768	4355
YGR114C	720658	720269	389
YGR115C	721155	720376	779
YGR117C	726483	725053	1430
YGR118W	726978	727735	757
YGR119C	729676	728051	1625
YGR120C	730826	730038	788
YGR121C	732932	731454	1478
YGR121W-A	733417	733632	215
YGR122W	733940	735148	1208
YGR122C-A	735763	735635	128
YGR123C	738208	736667	1541
YGR124W	739949	741667	1718
YGR125W	742330	745440	3110
YGR126W	745840	746532	692
YGR127W	746803	747741	938
YGR128C	750096	747955	2141
YGR129W	750405	751052	647
YGR130C	753849	751399	2450
YGR131W	754731	755255	524
YGR132C	756457	755594	863
YGR133W	756901	757452	551
YGR134W	757775	761143	3368
YGR135W	761397	762173	776
YGR136W	762433	763158	725
YGR137W	762893	763267	374
YGR138C	765611	763767	1844
YGR139W	765731	766069	338
YGR140W	767434	770304	2870
YGR141W	770574	771977	1403
YGR142W	772459	773691	1232
YGR143W	775198	777513	2315
YGR144W	780404	781384	980
YGR145W	781772	783895	2123
YGR146C	784863	784228	635
YGR146C-A	785442	785281	161
YGR147C	786925	786059	866
YGR148C	787784	787317	467
YGR149W	789036	790334	1298
YGR150C	793058	790464	2594
YGR151C	794995	794660	335
YGR152C	795497	794679	818
YGR153W	796097	796750	653
YGR154C	797873	796803	1070
YGR155W	798548	800071	1523
YGR156W	800551	801828	1277
YGR157W	802445	805054	2609
YGR158C	806026	805274	752
YGR160W	807078	807689	611
YGR159C	807661	806417	1244
YGR161C	809425	808634	791
YGR161W-C	810232	810510	278
YGR162W	824064	826922	2858
YGR163W	827557	828582	1025
YGR164W	828630	828965	335
YGR165W	829121	830158	1037
YGR166W	830520	832202	1682
YGR167W	832461	833162	701
YGR168C	834487	833357	1130
YGR169C	835908	834694	1214
YGR169C-A	836670	836392	278
YGR170W	837147	840563	3416
YGR171C	842556	840829	1727
YGR172C	843596	842850	746
YGR173W	843859	844965	1106
YGR174C	846410	845898	512
YGR174W-A	846660	846746	86
YGR175C	848428	846938	1490
YGR176W	848725	849072	347
YGR177C	850441	848834	1607
YGR178C	853220	851052	2168
YGR179C	854900	853680	1220
YGR180C	856306	855269	1037
YGR181W	858292	858609	317
YGR182C	858909	858556	353
YGR183C	859481	859068	413
YGR184C	865758	859906	5852
YGR185C	867525	866341	1184
YGR186W	867779	869986	2207
YGR187C	871421	870237	1184
YGR188C	875114	872049	3065
YGR189C	878197	876674	1523
YGR191W	880425	882236	1811
YGR190C	880666	880301	365
YGR192C	883815	882817	998
YGR193C	885746	884514	1232
YGR194C	887880	886078	1802
YGR195W	888887	889627	740
YGR196C	892191	889738	2453
YGR197C	894145	892502	1643
YGR198W	894698	897151	2453
YGR199W	897507	899786	2279
YGR200C	902275	899909	2366
YGR201C	903202	902525	677
YGR202C	904753	903479	1274
YGR203W	905242	905688	446
YGR204W	905939	908779	2840
YGR204C-A	909179	909066	113
YGR205W	909218	910090	872
YGR206W	910437	910742	305
YGR207C	911633	910848	785
YGR208W	911888	912817	929
YGR209C	913232	912918	314
YGR210C	914743	913508	1235
YGR211W	915246	916706	1460
YGR212W	917045	918451	1406
YGR213C	919470	918517	953
YGR214W	920580	921793	1213
YGR215W	922180	922512	332
YGR216C	924467	922638	1829
YGR217W	924699	930818	6119
YGR218W	932544	935798	3254
YGR219W	936038	936379	341
YGR220C	936886	936077	809
YGR221C	938995	937127	1868
YGR222W	939926	940807	881
YGR223C	942218	940872	1346
YGR224W	942809	944650	1841
YGR225W	945148	946929	1781
YGR226C	947003	946404	599
YGR227W	947422	948999	1577
YGR228W	949367	949711	344
YGR229C	950901	949384	1517
YGR230W	951896	952309	413
YGR231C	953482	952550	932
YGR232W	953962	954648	686
YGR233C	958212	954676	3536
YGR234W	959907	961106	1199
YGR235C	962064	961363	701
YGR236C	962821	962432	389
YGR237C	965660	963303	2357
YGR238C	968692	966044	2648
YGR239C	970058	969192	866
YGR240C	973739	970776	2963
YGR240C-A	974782	974582	200
YGR242W	976420	976728	308
YGR241C	976586	974880	1706
YGR243W	977341	977781	440
YGR244C	979324	978041	1283
YGR245C	982073	979770	2303
YGR246C	984277	982487	1790
YGR247W	984971	985690	719
YGR248W	985977	986744	767
YGR249W	988054	989424	1370
YGR250C	993526	991181	2345
YGR251W	995644	996234	590
YGR252W	996874	998193	1319
YGR253C	999145	998363	782
YGR254W	1000932	1002245	1313
YGR255C	1003967	1002528	1439
YGR256W	1004630	1006108	1478
YGR257C	1007311	1006211	1100
YGR258C	1010772	1007677	3095
YGR260W	1012491	1014095	1604
YGR259C	1012927	1012487	440
YGR261C	1016756	1014327	2429
YGR262C	1017765	1016980	785
YGR263C	1019247	1017973	1274
YGR265W	1021654	1022064	410
YGR264C	1021859	1019604	2255
YGR266W	1022662	1024767	2105
YGR267C	1025741	1025010	731
YGR269W	1026642	1026968	326
YGR268C	1026659	1026063	596
YGR270W	1027376	1031515	4139
YGR270C-A	1027606	1027388	218
YGR271W	1031797	1037700	5903
YGR271C-A	1037997	1037806	191
YGR272C	1038506	1038048	458
YGR273C	1039244	1038720	524
YGR274C	1043101	1039901	3200
YGR275W	1043282	1043755	473
YGR276C	1045486	1043825	1661
YGR277C	1046567	1045650	917
YGR278W	1046737	1048470	1733
YGR279C	1049964	1048804	1160
YGR280C	1051731	1050916	815
YGR281W	1052830	1057263	4433
YGR282C	1058730	1057789	941
YGR283C	1060046	1059021	1025
YGR284C	1061596	1060664	932
YGR285C	1063159	1061858	1301
YGR286C	1064946	1063819	1127
YGR287C	1068997	1067228	1769
YGR288W	1070299	1071720	1421
YGR290W	1075488	1075931	443
YGR289C	1075819	1073969	1850
YGR291C	1076510	1076289	221
YGR292W	1076605	1078359	1754
YGR294W	1080312	1080674	362
YGR293C	1080352	1079891	461
YGR295C	1082735	1081590	1145
YGR296W	1084870	1090597	5727
YGR296C-A	1089451	1088876	575
YGR296C-B	1090234	1089752	482
YHL050W-A	811	1293	482
YHL050C	3310	445	2865
YHL049C	4540	3725	815
YHL048C-A	5796	5662	134
YHL048W	6400	7545	1145
YHL046W-A	9979	10305	326
YHL047C	10211	8298	1913
YHL046C	12283	11921	362
YHL045W	12500	12847	347
YHL044W	13563	14270	707
YHL043W	14899	15411	512
YHL042W	15665	16117	452
YHL041W	17390	17839	449
YHL040C	20968	19085	1883
YHL039W	21780	23537	1757
YHL038C	25506	23614	1892
YHL037C	26177	25698	479
YHL036W	26239	27879	1640
YHL035C	32754	27976	4778
YHL034W-A	33174	33635	461
YHL034C	34075	33191	884
YHL033C	36023	35253	770
YHL032C	38506	36377	2129
YHL030W-A	39072	39533	461
YHL031C	39484	38813	671
YHL030W	40082	45688	5606
YHL029C	47966	45927	2039
YHL028W	48761	50578	1817
YHL027W	51109	52986	1877
YHL026C	54023	53217	806
YHL025W	54848	55846	998
YHL024W	56646	58787	2141
YHL023C	62560	59120	3440
YHL022C	64154	62958	1196
YHL021C	65855	64458	1397
YHL020C	67452	66238	1214
YHL019W-A	67707	68300	593
YHL019C	69544	67727	1817
YHL018W	69704	70066	362
YHL017W	70272	71870	1598
YHL016C	74240	72033	2207
YHL015W-A	74695	74778	83
YHL015W	75408	75773	365
YHL014C	77310	76093	1217
YHL013C	78349	77426	923
YHL012W	78931	80412	1481
YHL011C	81611	80649	962
YHL010C	83716	81959	1757
YHL009C	85055	84063	992
YHL008C	94505	92622	1883
YHL006W-A	97727	98080	353
YHL007C	97932	95113	2819
YHL006C	98790	98338	452
YHL004W	99214	100398	1184
YHL005C	99215	98823	392
YHL003C	101878	100643	1235
YHL002W	102606	103964	1358
YHL002C-A	103069	102581	488
YHL001W	104271	105085	814
YHR001W	106049	107362	1313
YHR001W-A	107820	108116	296
YHR002W	108806	109879	1073
YHR003C	111311	110022	1289
YHR004C	113088	111748	1340
YHR005C	114911	113493	1418
YHR005C-A	115895	115614	281
YHR006W	117808	119433	1625
YHR007C	121677	120085	1592
YHR007C-A	122759	122544	215
YHR008C	123584	122883	701
YHR009C	125674	124103	1571
YHR010W	126514	127485	971
YHR011W	127773	129113	1340
YHR012W	129474	130441	967
YHR013C	131439	130723	716
YHR014W	132039	132914	875
YHR015W	134546	136525	1979
YHR016C	138447	136873	1574
YHR017W	138686	139843	1157
YHR018C	141394	140003	1391
YHR019C	143550	141886	1664
YHR020W	143988	146054	2066
YHR021C	148661	147863	798
YHR021W-A	149217	149672	455
YHR022C	150337	149567	770
YHR022C-A	151298	151209	89
YHR023W	151658	157444	5786
YHR024C	159184	157736	1448
YHR025W	159430	160503	1073
YHR026W	160836	161477	641
YHR027C	164703	161722	2981
YHR028W-A	167344	167664	320
YHR028C	167426	164970	2456
YHR029C	168553	167669	884
YHR030C	170336	168882	1454
YHR031C	172962	170791	2171
YHR032W	173336	175081	1745
YHR032W-A	175187	175366	179
YHR032C-A	175386	175267	119
YHR033W	175540	176811	1271
YHR034C	177991	176957	1034
YHR035W	178211	180103	1892
YHR036W	180337	181752	1415
YHR037W	181969	183696	1727
YHR038W	184058	184750	692
YHR039C	186801	184867	1934
YHR039C-A	187671	187165	506
YHR040W	187916	189016	1100
YHR041C	189856	189123	733
YHR042W	190535	192610	2075
YHR043C	193537	192797	740
YHR044C	194800	194060	740
YHR045W	195543	197225	1682
YHR046C	198277	197390	887
YHR047C	201302	198732	2570
YHR048W	204599	206143	1544
YHR049W	206454	207185	731
YHR049C-A	207523	207212	311
YHR050W	207647	209296	1649
YHR050W-A	209468	209638	170
YHR051W	209698	210144	446
YHR052W	210841	211971	1130
YHR052W-A	212511	212705	194
YHR053C	212721	212536	185
YHR054C	214250	213186	1064
YHR054W-A	214509	214703	194
YHR055C	214719	214534	185
YHR056W-A	217407	217841	434
YHR056C	217835	215184	2651
YHR057C	218844	218227	617
YHR058C	219885	218998	887
YHR059W	220109	220501	392
YHR060W	220726	221271	545
YHR061C	222479	221535	944
YHR062C	223759	222878	881
YHR063C	225170	224031	1139
YHR063W-A	225443	225778	335
YHR064C	227142	225526	1616
YHR065C	229038	227533	1505
YHR066W	229336	230697	1361
YHR067W	230971	231813	842
YHR068W	232134	233297	1163
YHR069C	234659	233580	1079
YHR070W	234882	236381	1499
YHR069C-A	235237	234875	362
YHR070C-A	236513	236103	410
YHR071W	237005	237694	689
YHR072W	239099	241294	2195
YHR071C-A	239231	238911	320
YHR072W-A	241665	241841	176
YHR073W	242583	245573	2990
YHR073W-A	242869	243045	176
YHR073C-B	245503	245423	80
YHR074W	246194	248338	2144
YHR075C	249642	248440	1202
YHR076W	251102	252226	1124
YHR077C	255757	252375	3382
YHR078W	256361	258019	1658
YHR079C	261592	258245	3347
YHR079C-A	262554	262402	152
YHR080C	266839	262802	4037
YHR081W	267539	268093	554
YHR082C	271549	268460	3089
YHR083W	272628	273617	989
YHR084W	274175	276241	2066
YHR085W	276765	277769	1004
YHR086W	278154	279725	1571
YHR086W-A	280232	280393	161
YHR087W	280821	281156	335
YHR088W	281496	282383	887
YHR089C	283299	282682	617
YHR090C	284626	283778	848
YHR091C	286771	284840	1931
YHR092C	288813	287131	1682
YHR093W	289144	289692	548
YHR094C	292627	290915	1712
YHR095W	292945	293379	434
YHR096C	296449	294671	1778
YHR097C	298611	297387	1224
YHR098C	301936	299147	2789
YHR099W	302763	313997	11234
YHR100C	314675	314118	557
YHR101C	315970	314876	1094
YHR102W	316574	319816	3242
YHR103W	320416	322974	2558
YHR104W	323411	324394	983
YHR105W	324768	325412	644
YHR106W	325600	326628	1028
YHR107C	328038	326815	1223
YHR108W	328305	330062	1757
YHR109W	330312	332069	1757
YHR110W	332284	332922	638
YHR111W	333074	334396	1322
YHR112C	335665	334529	1136
YHR113W	336339	337811	1472
YHR114W	338085	339986	1901
YHR115C	341361	340111	1250
YHR116W	341667	342122	455
YHR117W	342351	344270	1919
YHR118C	345630	344323	1307
YHR119W	346045	349287	3242
YHR120W	349576	352455	2879
YHR121W	352758	353321	563
YHR122W	353627	354322	695
YHR123W	354817	356083	1266
YHR124W	356563	358446	1883
YHR125W	358860	359165	305
YHR126C	360183	359704	479
YHR127W	360915	361646	731
YHR128W	362117	362767	650
YHR129C	364155	363001	1154
YHR130C	365302	364967	335
YHR131W-A	367749	367994	245
YHR131C	367894	365342	2552
YHR132C	369796	368504	1292
YHR132W-A	370056	370451	395
YHR133C	371599	370724	875
YHR134W	371751	372560	809
YHR135C	374312	372696	1616
YHR136C	375102	374656	446
YHR137W	375711	377252	1541
YHR137C-A	376390	375740	650
YHR138C	377701	377357	344
YHR139C	379201	378221	980
YHR139C-A	380421	380110	311
YHR140W	380574	381293	719
YHR141C	382753	381992	761
YHR142W	383540	384490	950
YHR143W	385512	386489	977
YHR143W-A	387235	387447	212
YHR144C	388728	387790	938
YHR145C	389339	388983	356
YHR146W	390302	391699	1397
YHR147C	393285	392641	644
YHR148W	393536	394087	551
YHR149C	396661	394457	2204
YHR150W	397253	398992	1739
YHR151C	400850	399270	1580
YHR152W	401436	401957	521
YHR153C	402684	402088	596
YHR154W	402968	406180	3212
YHR155W	407105	410791	3686
YHR156C	412408	411386	1022
YHR157W	412909	413457	548
YHR158C	417181	413687	3494
YHR159W	417551	419065	1514
YHR160C	420074	419223	851
YHR161C	422288	420375	1913
YHR162W	423074	423463	389
YHR163W	423632	424474	842
YHR164C	429179	424611	4568
YHR165W-A	436648	436959	311
YHR165C	436949	429708	7241
YHR166C	439051	437171	1880
YHR167W	439343	440128	785
YHR168W	440378	441877	1499
YHR169W	442181	443476	1295
YHR170W	443828	445384	1556
YHR171W	445712	447604	1892
YHR172W	448334	450805	2471
YHR173C	451152	450814	338
YHR174W	451326	452639	1313
YHR175W	452871	453440	569
YHR175W-A	453557	453706	149
YHR176W	454228	455526	1298
YHR177W	456590	457951	1361
YHR178W	459298	461529	2231
YHR179W	462501	463703	1202
YHR180W	465177	465668	491
YHR180W-A	466931	467113	182
YHR180C-B	467061	466957	104
YHR181W	467227	467913	686
YHR182W	468218	470575	2357
YHR183W	470959	472428	1469
YHR182C-A	471411	470938	473
YHR184W	472743	474458	1715
YHR185C	475339	474626	713
YHR186C	480671	475998	4673
YHR187W	480989	481918	929
YHR188C	483836	482004	1832
YHR189W	484027	484599	572
YHR190W	484844	486178	1334
YHR191C	486630	486229	401
YHR192W	486825	487661	836
YHR193C	488235	487711	524
YHR194W	488656	490395	1739
YHR193C-A	489026	488652	374
YHR195W	490746	491711	965
YHR196W	491930	493657	1727
YHR197W	493895	496186	2291
YHR198C	497279	496314	965
YHR199C	498421	497489	932
YHR199C-A	498858	498570	288
YHR200W	499078	499884	806
YHR201C	501142	499949	1193
YHR202W	502387	504195	1808
YHR203C	505529	504475	1054
YHR204W	506318	508708	2390
YHR205W	509362	511836	2474
YHR206W	512731	514599	1868
YHR207C	516484	514904	1580
YHR208W	517531	518712	1181
YHR209W	519436	520311	875
YHR210C	521736	520711	1025
YHR211W	525391	528618	3227
YHR212C	538093	537758	335
YHR212W-A	538741	538944	203
YHR213W	539150	539746	596
YHR213W-A	540548	540781	233
YHR213W-B	540799	541098	299
YHR214W	541650	542261	611
YHR214W-A	543007	543492	485
YHR214C-D	550940	550647	293
YHR214C-E	551498	551199	299
YHR215W	552098	553501	1403
YHR216W	554395	555966	1571
YHR217C	557041	556580	461
YHR218W	558013	559923	1910
YHR218W-A	559931	560248	317
YHR219W	560172	562046	1874
YHR219C-A	561680	561198	482
YIL177W-A	846	1328	482
YIL177C	6147	483	5664
YIL176C	9155	8793	362
YIL173W	11492	16141	4649
YIL171W-A	18260	18712	452
YIL172C	18553	16784	1769
YIL169C	26106	23119	2987
YIL166C	32566	30938	1628
YIL165C	34077	33718	359
YIL164C	34686	34087	599
YIL163C	37252	36899	353
YIL162W	37385	38983	1598
YIL161W	39433	40140	707
YIL160C	41444	40191	1253
YIL159W	41825	45952	4127
YIL158W	46201	46815	614
YIL156W-A	47292	47693	401
YIL157C	47542	46949	593
YIL156W-B	47690	47973	283
YIL156W	48091	51306	3215
YIL155C	53708	51759	1949
YIL154C	55021	53981	1040
YIL153W	55198	56379	1181
YIL152W	56545	57252	707
YIL151C	60694	57338	3356
YIL150C	62728	61013	1715
YIL149C	68067	63028	5039
YIL148W	68708	69528	820
YIL147C	73453	69791	3662
YIL146C	75773	74184	1589
YIL145C	77283	76354	929
YIL144W	78074	80149	2075
YIL143C	83041	80510	2531
YIL142W	83302	84885	1583
YIL142C-A	83540	83208	332
YIL141W	85053	85442	389
YIL140W	85366	87837	2471
YIL139C	88716	87979	737
YIL138C	89715	89230	485
YIL137C	92788	89948	2840
YIL136W	93619	94800	1181
YIL135C	96375	95065	1310
YIL134C-A	96725	96522	203
YIL134W	97395	98330	935
YIL133C	99416	98527	889
YIL132C	100501	99860	641
YIL131C	102235	100781	1454
YIL130W	102782	105676	2894
YIL129C	113237	106107	7130
YIL128W	113806	116904	3098
YIL127C	117644	117024	620
YIL126W	117992	122071	4079
YIL125W	122689	125733	3044
YIL124W	126204	127097	893
YIL123W	128151	129578	1427
YIL122W	130607	131662	1055
YIL121W	132241	133869	1628
YIL120W	134414	136105	1691
YIL119C	137874	136651	1223
YIL118W	139749	140444	695
YIL117C	141566	140610	956
YIL116W	142925	144082	1157
YIL115W-A	144265	144636	371
YIL115C	148706	144324	4382
YIL114C	149985	149140	845
YIL113W	150556	151185	629
YIL112W	151592	154843	3251
YIL111W	155219	155762	543
YIL110W	156042	157175	1133
YIL109C	160162	157382	2780
YIL108W	160884	162974	2090
YIL107C	165758	163275	2483
YIL106W	166412	167441	1029
YIL105W-A	167661	167801	140
YIL105C	169638	167578	2060
YIL104C	171502	169979	1523
YIL103W	171748	173025	1277
YIL102C	174884	174579	305
YIL101C	177247	175304	1943
YIL100W	177370	177723	353
YIL100C-A	177678	177340	338
YIL099W	178001	179650	1649
YIL098C	180236	179769	467
YIL097W	180424	181974	1550
YIL096C	183124	182114	1010
YIL095W	183934	186366	2432
YIL094C	187629	186514	1115
YIL093C	188781	187987	794
YIL092W	189063	190964	1901
YIL091C	193192	191027	2165
YIL090W	193592	195067	1475
YIL089W	195596	196213	617
YIL088C	199400	197928	1472
YIL087C	200116	199643	473
YIL086C	200458	200150	308
YIL085C	202040	200487	1553
YIL084C	203256	202273	983
YIL083C	204650	203553	1097
YIL082W	205632	206504	872
YIL079C	212002	210920	1082
YIL078W	212496	214700	2204
YIL077C	215950	214988	962
YIL076W	216466	217545	1079
YIL075C	220697	217860	2837
YIL074C	222487	221078	1409
YIL073C	225951	222934	3017
YIL072W	226599	228416	1817
YIL071W-A	228547	229023	476
YIL071C	229991	228657	1334
YIL070C	231069	230269	800
YIL069C	232366	231550	816
YIL068W-A	233010	233393	383
YIL068C	235471	233054	2417
YIL066W-A	237363	237806	443
YIL067C	237757	235721	2036
YIL066C	240705	238096	2609
YIL065C	241772	241305	467
YIL064W	241940	242713	773
YIL063C	243741	242758	983
YIL062C	244459	243995	464
YIL061C	245556	244654	902
YIL060W	246389	246823	434
YIL058W	246911	247195	284
YIL059C	246912	246547	365
YIL057C	248393	247899	494
YIL056W	249989	251911	1922
YIL055C	253923	252040	1883
YIL054W	254541	254858	317
YIL053W	255050	255865	815
YIL052C	257061	256224	837
YIL051C	258279	257842	437
YIL050W	258912	259769	857
YIL049W	260157	260918	761
YIL048W	261436	264891	3455
YIL047C-A	265466	265098	368
YIL047C	267822	265114	2708
YIL046W-A	268308	268472	164
YIL046W	268650	270572	1922
YIL045W	271160	272776	1616
YIL044C	273845	272949	896
YIL043C	275039	274071	968
YIL042C	276291	275107	1184
YIL041W	276524	277504	980
YIL040W	277722	278138	416
YIL039W	278425	279846	1421
YIL038C	282651	280141	2510
YIL037C	284998	283028	1970
YIL036W	285665	287428	1763
YIL035C	288907	287789	1118
YIL034C	290088	289225	863
YIL033C	291668	290418	1250
YIL032C	292316	291960	356
YIL031W	292632	295736	3104
YIL030W-A	295564	295902	338
YIL029W-A	299734	300105	371
YIL030C	300008	296049	3959
YIL029C	301255	300827	428
YIL028W	302098	302496	398
YIL027C	304102	303677	425
YIL026C	307927	304475	3452
YIL025C	308573	308199	374
YIL024C	309169	308600	569
YIL023C	310424	309384	1040
YIL022W	311163	312458	1295
YIL021W	312903	313859	956
YIL021C-A	313466	313197	269
YIL020C-A	314049	313711	338
YIL020C	314818	314033	785
YIL019W	315091	316131	1040
YIL018W	316766	317930	1164
YIL017C	320963	318198	2765
YIL016W	321452	321931	479
YIL015W	322340	324103	1763
YIL014C-A	325524	325210	314
YIL014W	326101	327993	1892
YIL013C	332440	328205	4235
YIL012W	333009	333401	392
YIL011W	333724	334533	809
YIL010W	334879	335526	647
YIL009C-A	336209	335663	546
YIL009W	339341	341425	2084
YIL008W	342533	342832	299
YIL007C	343653	342991	662
YIL006W	344059	345180	1121
YIL005W	345689	347794	2105
YIL004C	348502	347943	559
YIL003W	349119	350000	881
YIL002W-A	350298	350507	209
YIL002C	353428	350588	2840
YIL001W	353937	355478	1541
YIR001C	356892	356140	752
YIR002C	360393	357412	2981
YIR003W	360882	362921	2039
YIR004W	363218	364516	1298
YIR005W	364886	365332	446
YIR006C	369905	365463	4442
YIR007W	370701	372995	2294
YIR008C	374303	373074	1229
YIR009W	374522	374857	335
YIR010W	375428	377158	1730
YIR011C	378243	377284	959
YIR012W	378483	379778	1295
YIR013C	380381	380016	365
YIR014W	381083	381811	728
YIR015W	381945	382379	434
YIR016W	382625	383422	797
YIR017W-A	383563	384162	599
YIR017C	384116	383553	563
YIR018W	384606	385343	737
YIR018C-A	385698	385561	137
YIR019C	393672	389569	4103
YIR020C	394554	394252	302
YIR020W-A	394914	395156	242
YIR021W	397291	398382	1091
YIR020C-B	397946	397212	734
YIR021W-A	398511	398723	212
YIR022W	398730	399233	503
YIR023W	399774	402686	2912
YIR023C-A	402703	402380	323
YIR024C	403488	402838	650
YIR025W	403656	404762	1106
YIR026C	405964	404870	1094
YIR027C	407639	406257	1382
YIR028W	408465	410372	1907
YIR029W	410804	411835	1031
YIR030C	412767	412033	734
YIR030W-A	412896	413279	383
YIR031C	414676	413012	1664
YIR032C	415614	415027	587
YIR033W	416121	419462	3341
YIR034C	420733	419612	1121
YIR035C	421787	421023	764
YIR036W-A	422632	423033	401
YIR036C	422862	422071	791
YIR037W	423125	423616	491
YIR038C	424510	423806	704
YIR039C	432107	430494	1613
YIR040C	433717	433385	332
YIR041W	433925	434299	374
YIR042C	435980	435270	710
